Name,Platform,MSRP,Buy Digital,Buy Physical,Demo Available,DLC Available,Publisher,Developer,ESRB,Release Date,No. of Players,Rom File Size,Switch Online Play,Switch Online Save,Switch Online App,Action,Adventure,Application,Arcade,Board Game,Camera,Casual,Communication,Creature Creator,Dance,Education,Edutainment,Fighting,First-Person,Fishing Game,Fitness,Gambling,Hidden Object,Interactive Theme Park,Lifestyle,Mental Training,Multiplayer,Music,Other,Party,Platformer,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Trivia,Undefined,Store Link,Official Site,Time Data Retrieved (UTC)
PixelJunk Monsters,Wii U,$9.99,True,,,,Double Eleven,Q-Games. Ltd,Everyone,"May 19, 2016",up to 2 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/pixeljunk-monsters-wii-u,,2019-05-15 08:22:37
Tachyon Project,Wii U,$9.99,True,,,,Eclipse Games,Eclipse Games,Everyone,"May 12, 2016",up to 4 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/tachyon-project-wii-u,http://www.eclipse-games.net/tachyon.html,2019-05-15 08:22:38
8Bit Hero,Wii U,$4.99,True,,,,Righteous Weasel,Sean Garland,Everyone 10+,"May 12, 2016",up to 5 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/8bit-hero-wii-u,,2019-05-15 08:22:38
The Legend of Zelda: Phantom Hourglass,Wii U,$9.99,True,True,,,Nintendo,Nintendo,Everyone,"May 12, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-legend-of-zelda-phantom-hourglass-wii-u,http://zelda.com/universe/game/phantomhourglass/,2019-05-15 08:22:38
Queen's Garden,Wii U,$6.99,True,,,,Joindots,Seven Sails,Everyone,"May 12, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/queens-garden-wii-u,,2019-05-15 08:22:39
Super Meat Boy,Wii U,$11.20,True,,,,Blitworks,Team Meat,Teen,"May 12, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/super-meat-boy-wii-u,http://www.supermeatboy.com/,2019-05-15 08:22:39
Color Symphony 2,Wii U,$9.99,True,,,,REMIMORY,REMIMORY,Everyone 10+,"May 12, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/color-symphony-2-wii-u,,2019-05-15 08:22:40
Style Savvy,Wii U,$9.99,True,,,,Nintendo,syn Sophia,Everyone,"May 05, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/style-savvy-wii-u,,2019-05-15 08:22:40
Sudoku and Permudoku,Wii U,$0.99,True,,,,Diplodocus Games,"Sebastian Küpper, Tosha Küpper",Everyone,"May 05, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/sudoku-and-permudoku-wii-u,,2019-05-15 08:22:40
SpaceRoads,Wii U,$9.99,True,,,,Wurd Industries,Wurd Industries,Everyone,"May 05, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,https://www.nintendo.com/games/detail/spaceroads-wii-u,http://www.wurdindustries.com/,2019-05-15 08:22:41
The Beggar's Ride,Wii U,$5.99,True,,,,Bad Seed SRL,Bad Seed,Everyone,"May 05, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-beggars-ride-wii-u,,2019-05-15 08:22:41
Midnight 2,Wii U,$1.99,True,,,,Petite Games,Petite Games,Everyone,"May 05, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/midnight-2-wii-u,,2019-05-15 08:22:41
PixelMaker,Wii U,$4.99,True,,,,Undefined,Undefined,Everyone,"May 05, 2016",1 player,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,https://www.nintendo.com/games/detail/pixelmaker-wii-u,,2019-05-15 08:22:42
Mini Mario & Friends: amiibo Challenge,Wii U,$0.00,True,,,,Nintendo,,Everyone,"Apr 28, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/mini-mario-and-friends-amiibo-challenge-wii-u,http://minimario.nintendo.com/,2019-05-15 08:22:42
Xenoblade Chronicles,Wii U,$19.99,True,True,,,Nintendo,Monolith Soft,Teen,"Apr 28, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/xenoblade-chronicles-wii-u,,2019-05-15 08:22:42
LOST REAVERS,Wii U,,True,,,,BANDAI NAMCO Entertainment,BANDAI NAMCO Studios Inc.,Teen,"Apr 28, 2016",up to 4 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/lost-reavers-wii-u,,2019-05-15 08:22:43
The Deer God,Wii U,$7.99,True,,,,"Mobot Studios, Inc.",Mobot Studios,Teen,"Apr 28, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-deer-god-wii-u,,2019-05-15 08:22:43
Star Fox Guard - Digital Version,Wii U,$14.99,True,,True,,Nintendo,,Everyone 10+,"Apr 22, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/star-fox-guard-wii-u,,2019-05-15 08:22:44
Star Fox Zero,Wii U,$59.99,True,True,True,,Nintendo,Nintendo,Everyone 10+,"Apr 22, 2016",2 players alternating,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/star-fox-zero-wii-u,http://starfoxzero.nintendo.com/,2019-05-15 08:22:44
Star Fox: Zero - Digital Version,Wii U,$49.99,True,,True,,Nintendo,Nintendo,Everyone 10+,"Apr 22, 2016",2 players alternating,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/star-fox-zero-digital-version-wii-u,http://starfoxzero.nintendo.com/,2019-05-15 08:22:45
DREAMALS,Wii U,$4.99,True,,,,"XINESS Co., Ltd.",XINESS,Everyone,"Apr 21, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/dreamals-wii-u,,2019-05-15 08:22:45
Pinball Arcade,Wii U,$0.00,True,,,,Farsight Studios,Farsight Studios,Teen,"Apr 21, 2016",up to 4 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/pinball-arcade-wii-u,,2019-05-15 08:22:46
Blockara,Wii U,$6.99,True,,,,Haunted Bees Productions,Sean Finch,Everyone,"Apr 21, 2016",up to 2 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/blockara-wii-u,http://www.blockara.com/,2019-05-15 08:22:46
Mario Party DS,Wii U,$9.99,True,,,,Nintendo,Nintendo,Everyone,"Apr 21, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/mario-party-ds-wii-u,,2019-05-15 08:22:47
Brain Age: Train Your Brain in Minutes a Day!,Wii U,$6.99,True,,,,Nintendo,Nintendo,Everyone,"Apr 14, 2016",To be determined,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/brain-age-train-your-brain-in-minutes-a-day-wii-u,,2019-05-15 08:22:48
Asdivine Hearts,Wii U,$9.99,True,,,,Kemco,Exe Create Inc.,Teen,"Apr 14, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/asdivine-hearts-wii-u,,2019-05-15 08:22:48
Slots - Pharaoh's Riches,Wii U,$2.99,True,,,,Skunk Software,Skunk Software,Teen,"Apr 14, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/slots-pharaohs-riches-wii-u,,2019-05-15 08:22:49
Paranautical Activity,Wii U,$9.99,True,,,,Digerati,Code Avarice / Saturnine Games,Teen,"Apr 14, 2016",1 player,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/paranautical-activity-wii-u,,2019-05-15 08:22:49
Dodge Club Party,Wii U,$1.99,True,,,,JAMES MONTAGNA,JAMES MONTAGNA,Everyone,"Apr 14, 2016",up to 5 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/dodge-club-party-wii-u,http://www.dodgeclubparty.com/,2019-05-15 08:22:49
Draw 2 Survive,Wii U,$1.99,True,,,,Unit DTH Studio,Unit DTH Studio,Everyone,"Apr 14, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/draw-2-survive-wii-u,,2019-05-15 08:22:50
SUPER ROBO MOUSE,Wii U,$4.49,True,,,,RCMADIAX,RCMADIAX,Everyone 10+,"Apr 07, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/super-robo-mouse-wii-u,,2019-05-15 08:22:50
Game & Watch Gallery 4,Wii U,$6.99,True,,,,Nintendo,Nintendo,Everyone,"Apr 07, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/game-and-watch-gallery-4-wii-u,,2019-05-15 08:22:50
Emojikara: A Clever Emoji Match Game,Wii U,$2.99,True,,,,Intropy Games,Intropy Games,Everyone 10+,"Apr 07, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/emojikara-a-clever-emoji-match-game-wii-u,,2019-05-15 08:22:51
Lovely Planet,Wii U,$9.99,True,,,,tinyBuild Games,QUICKTEQUILA,Everyone 10+,"Apr 05, 2016",1 player,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/lovely-planet-wii-u,http://www.quicktequila.com/lovelyplanet.html,2019-05-15 08:22:51
PixlCross,Wii U,$5.99,True,,,,PixlBit Studios LLC,PixlBit Studios,Everyone,"Mar 31, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/pixlcross-wii-u,http://www.pixlbitstudios.com/pixlcross,2019-05-15 08:22:51
Chronicles of Teddy: Harmony of Exidus,Wii U,$14.99,True,,,,Aksys Games,LookAtMyGame,Everyone,"Mar 31, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/chronicles-of-teddy-harmony-of-exidus-wii-u,,2019-05-15 08:22:52
Mario Super Sluggers,Wii U,$19.99,True,,,,Nintendo,BNEA,Everyone,"Mar 31, 2016",up to 4 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/mario-super-sluggers-wii-u,,2019-05-15 08:22:52
Now I know my ABCs,Wii U,$2.99,True,,,,Skunk Software,Skunk Software,Everyone,"Mar 31, 2016",1 player,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/now-i-know-my-abcs-wii-u,,2019-05-15 08:22:52
6-Hand Video Poker,Wii U,$2.99,True,,,,Skunk Software,Skunk Software,Teen,"Mar 31, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/6-hand-video-poker-wii-u,,2019-05-15 08:22:53
Shantae: Risky's Revenge - Director's Cut,Wii U,$9.99,True,,,,WayForward,WayForward,Everyone 10+,"Mar 24, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/shantae-riskys-revenge-directors-cut-wii-u,https://wayforward.com/games/shantae-riskys-revenge-directors-cut/,2019-05-15 08:22:53
Yoshi's Story,Wii U,$9.99,True,,,,Nintendo,Nintendo,Everyone,"Mar 24, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/yoshis-story-wii-u,,2019-05-15 08:22:53
Pokkén Tournament,Wii U,$59.99,True,True,True,,Nintendo,"BANDAI NAMCO Entertainment, Inc.",Everyone 10+,"Mar 18, 2016",up to 2 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/pokken-tournament-wii-u,http://www.pokkentournament.com/en-us/,2019-05-15 08:22:54
U Host,Wii U,$12.99,True,,,,Bear Box Media,Andy Ford,Everyone,"Mar 17, 2016",up to 5 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/u-host-wii-u,http://www.bearboxmedia.com/,2019-05-15 08:22:54
City Connection,Wii U,$4.99,True,,,,"HAMSTER, Co.",HAMSTER,Everyone,"Mar 17, 2016",2 players alternating,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/city-connection-wii-u,,2019-05-15 08:22:54
DIG DUG II,Wii U,$4.99,True,,,,BNEA,BNEA,Everyone,"Mar 17, 2016",2 players alternating,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/dig-dug-2-wii-u,,2019-05-15 08:22:54
Bird Mania Party,Wii U,$1.99,True,,,,Teyon,Teyon,Everyone,"Mar 17, 2016",up to 5 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/bird-mania-party-wii-u,http://www.teyon.com/games/bird-mania-wiiu/,2019-05-15 08:22:55
Mutant Mudds Super Challenge,Wii U,$9.99,True,,,,Atooi,Renegade Kid,Everyone,"Mar 17, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/mutant-mudds-super-challenge-wii-u,,2019-05-15 08:22:55
Infinity Runner,Wii U,$6.99,True,,,,Wales Interactive Ltd.,Wales Interactive,Teen,"Mar 15, 2016",1 player,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/infinity-runner-wii-u,http://www.walesinteractive.com/#!infinity-runner/c1g7s,2019-05-15 08:22:55
Star Ghost,Wii U,$8.99,True,,,,Squarehead Studios Ltd,Squarehead,Everyone 10+,"Mar 10, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/star-ghost-wii-u,,2019-05-15 08:22:56
Grumpy Reaper,Wii U,$4.99,True,,,,EnjoyUp Games,EnjoyUp Games,Everyone,"Mar 10, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/grumpy-reaper-wii-u,,2019-05-15 08:22:56
Jewel Quest,Wii U,$4.99,True,,,,"iWin, Inc.",PlayEveryWare,Everyone,"Mar 10, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/jewel-quest-wii-u,,2019-05-15 08:22:56
MEGA MAN BATTLE NETWORK 6 CYBEAST GREGAR,Wii U,$6.99,True,,,,Capcom,Capcom,Everyone,"Mar 10, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/mega-man-battle-network-6-cybeast-gregar-wii-u,,2019-05-15 08:22:57
MEGA MAN BATTLE NETWORK 6 CYBEAST FALZAR,Wii U,$6.99,True,,,,Capcom,Capcom,Everyone,"Mar 10, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/mega-man-battle-network-6-cybeast-falzar-wii-u,,2019-05-15 08:22:57
The Legend of Zelda: Twilight Princess HD - Digital Version,Wii U,$49.99,True,,,,Nintendo,Nintendo,Teen,"Mar 04, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-legend-of-zelda-twilight-princess-hd-digital-version-wii-u,http://zelda.com/twilight-princess-hd/,2019-05-15 08:22:58
The Legend of Zelda: Twilight Princess HD,Wii U,$59.99,,True,,,Nintendo,Nintendo,Teen,"Mar 04, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-legend-of-zelda-twilight-princess-hd-wii-u,http://zelda.com/twilight-princess-hd/,2019-05-15 08:22:58
STEEL RIVALS,Wii U,$6.99,True,,,,nuGAME,nuGAME,Teen,"Mar 03, 2016",up to 2 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/steel-rivals-wii-u,,2019-05-15 08:22:58
Pac-Man 2: The New Adventures,Wii U,$7.99,True,,,,BNEA,BNEA,Everyone,"Mar 03, 2016",1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/pac-man-2-the-new-adventures-wii-u,,2019-05-15 08:22:59
Smart Adventures - Mission Math,Wii U,$2.99,True,,,,Engine Software,Engine Software,Everyone,"Feb 25, 2016",1 player,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/smart-adventures-mission-math-wii-u,,2019-05-15 08:22:59
Medabots AX: Rokusho,Wii U,$6.99,True,,,,Natsume,Natsume,Everyone,"Feb 25, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/medabots-ax-rokusho-wii-u,,2019-05-15 08:23:00
Medabots AX: Metabee,Wii U,$6.99,True,,,,Natsume,Natsume,Everyone,"Feb 25, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/medabots-ax-metabee-wii-u,,2019-05-15 08:23:00
Inside My Radio,Wii U,$14.99,True,,,,Seaven Studio,Seaven Studio,Everyone 10+,"Feb 25, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/inside-my-radio-wii-u,http://insidemyradio.com/,2019-05-15 08:23:00
Volcanic Field 2,Wii U,$1.99,True,,,,Slyon Studios LLC,Slyon Studios,Everyone 10+,"Feb 25, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/volcanic-field-2-wii-u,http://slyonstudios.com/index.php/volcanic-field-2/,2019-05-15 08:23:00
Bayonetta 2,Wii U,$29.99,True,True,,,Nintendo,PlatinumGames Inc,Mature,"Feb 19, 2016",up to 2 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/bayonetta-2-wii-u,,2019-05-15 08:23:01
Ninja Gaiden III: The Ancient Ship of Doom,Wii U,$4.99,True,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Everyone,"Feb 18, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/ninja-gaiden-iii-the-ancient-ship-of-doom-wii-u,,2019-05-15 08:23:01
TAP TAP ARCADE,Wii U,$1.99,True,,,,RCMADIAX,RCMADIAX,Everyone,"Feb 18, 2016",1 player,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,https://www.nintendo.com/games/detail/tap-tap-arcade-wii-u,,2019-05-15 08:23:02
Double Dragon III: The Sacred Stones,Wii U,$4.99,True,,,,"Arc System Works Co., Ltd.","Arc System Works Co., Ltd.",Everyone 10+,"Feb 18, 2016",up to 2 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/double-dragon-iii-the-sacred-stones-wii-u,,2019-05-15 08:23:02
Ninja Gaiden II: The Dark Sword of Chaos,Wii U,$4.99,True,,,,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",Everyone,"Feb 18, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/ninja-gaiden-ii-the-dark-sword-of-chaos-wii-u,,2019-05-15 08:23:02
Polarium Advance,Wii U,$6.99,True,,,,Nintendo,Nintendo,Everyone,"Feb 11, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/polarium-advance-wii-u,,2019-05-15 08:23:03
Big Brain Academy,Wii U,$6.99,True,,,,Nintendo,Nintendo,Everyone,"Feb 11, 2016",1 player,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/big-brain-academy-wii-u,,2019-05-15 08:23:03
Outside the Realm,Wii U,,True,,,,TreeFall Studios,TreeFall Studios,Everyone,"Feb 11, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/outside-the-realm-wii-u,,2019-05-15 08:23:03
Cutie Clash,Wii U,$1.99,True,,,,Yazar Media Group LLC,Yazar Media Group,Everyone,"Feb 11, 2016",up to 5 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/cutie-clash-wii-u,http://cutiepets.town/,2019-05-15 08:23:03
Oddworld: New 'n' Tasty,Wii U,$19.99,True,,,,"Oddworld Inhabitants, Inc.",Just Add Water Ltd. / Nephilim Games,Teen,"Feb 11, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/oddworld-new-n-tasty-wii-u,,2019-05-15 08:23:04
Kuru Kuru Kururin,Wii U,$6.99,True,,,,Nintendo,Nintendo,Everyone,"Feb 11, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/kuru-kuru-kururin-wii-u,,2019-05-15 08:23:04
Word Puzzles by POWGI,Wii U,$9.99,True,,True,,Lightwood Games,Lightwood Games,Everyone,"Feb 11, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/word-puzzles-by-powgi-wii-u,http://www.powgi.com/,2019-05-15 08:23:04
Cutie Pets Go Fishing,Wii U,$1.99,True,,,,Yazar Media Group LLC,Yazar Media Group,Everyone,"Feb 11, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/cutie-pets-go-fishing-wii-u,http://cutiepets.town/,2019-05-15 08:23:04
PEG SOLITAIRE,Wii U,$1.49,True,,,,RCMADIAX,RCMADIAX,Everyone,"Feb 04, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/peg-solitaire-wii-u,,2019-05-15 08:23:05
Shutshimi,Wii U,$9.99,True,,,,Choice Provisions,Neon Deity Games,Everyone 10+,"Feb 04, 2016",up to 4 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/shutshimi-wii-u,http://shutshimi.com/,2019-05-15 08:23:05
FreezeME,Wii U,$13.99,True,,,,RNC,RNC,Everyone,"Feb 04, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/freezeme-wii-u,,2019-05-15 08:23:05
RESIDENT EVIL 4 Wii EDITION,Wii U,$19.99,True,,,,Capcom,Capcom,Mature,"Feb 04, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/resident-evil-4-wii-edition-wii-u,,2019-05-15 08:23:05
MINI-GAMES MADNESS VOLUME: #1 - HELLO WORLD!,Wii U,$3.49,True,,,,Skunk Software,Skunk Software,Everyone,"Jan 28, 2016",up to 2 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,https://www.nintendo.com/games/detail/mini-games-madess-volume-1-hello-world-wii-u,,2019-05-15 08:23:06
FINAL FANTASY Tactics Advance,Wii U,$7.99,True,,,,Square Enix,"SQUARE ENIX CO., LTD.",Everyone,"Jan 28, 2016",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/final-fantasy-tactics-advance-wii-u,,2019-05-15 08:23:06
Shadow Puppeteer,Wii U,$14.99,True,,,,Snow Cannon Games,Sarepta studio,Teen,"Jan 28, 2016",up to 2 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/shadow-puppeteer-wii-u,http://shadowpuppeteer.com/,2019-05-15 08:23:06
Joe's Diner,Wii U,$7.99,True,,,,Joindots,VIS Games,Everyone 10+,"Jan 28, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/joes-diner-wii-u,,2019-05-15 08:23:06
Level 22,Wii U,$6.99,True,,,,Moving Player,Moving Player,Everyone 10+,"Jan 28, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/level-22-wii-u,,2019-05-15 08:23:07
LEGO Marvel's Avengers,Wii U,$39.99,True,True,True,,Warner Bros. Entertainment,TT Games,Everyone 10+,"Jan 26, 2016",up to 2 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/lego-marvel-avengers-wii-u,http://www.lego.com/en-us/marvelsuperheroes/marvels-avengers,2019-05-15 08:23:07
Brunswick Pro Bowling,Wii U,$39.99,True,,,,Farsight Studios,Farsight Studios,Everyone,"Jan 21, 2016",up to 4 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/brunswick-pro-bowling-wii-u,,2019-05-15 08:23:07
Super Mario Advance 4: Super Mario Bros. 3,Wii U,$7.99,True,,,,Nintendo,Nintendo,Everyone,"Jan 21, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/super-mario-advance-4-super-mario-bros-3-wii-u,,2019-05-15 08:23:08
