Name,Platform,MSRP,Buy Digital,Buy Physical,Demo Available,DLC Available,Publisher,Developer,ESRB,Release Date,No. of Players,Rom File Size,Switch Online Play,Switch Online Save,Switch Online App,Action,Adventure,Application,Arcade,Board Game,Camera,Casual,Communication,Creature Creator,Dance,Education,Edutainment,Fighting,First-Person,Fishing Game,Fitness,Gambling,Hidden Object,Interactive Theme Park,Lifestyle,Mental Training,Multiplayer,Music,Other,Party,Platformer,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Trivia,Undefined,Store Link,Official Site,Time Data Retrieved (UTC)
SKEASY,Wii U,$1.49,True,,,,RCMADIAX,RCMADIAX,Everyone,"Jan 21, 2016",1 player,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/skeasy-wii-u,,2019-05-15 08:23:08
ZACK & WIKI: QUEST FOR BARBAROS' TREASURE,Wii U,$19.99,True,,,,Capcom,Capcom,Everyone,"Jan 21, 2016",1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/zack-and-wiki-quest-for-barbaros-treasure-wii-u,,2019-05-15 08:23:08
Wicked Monsters BLAST! HD+,Wii U,$7.99,True,,,,Corecell Technology,CORECELL,Everyone 10+,"Jan 14, 2016",up to 4 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/wicked-monsters-blast-hd-plus-wii-u,http://www.wickedmonsters.com/,2019-05-15 08:23:08
Near Earth Objects,Wii U,$1.99,True,,,,Form Up Studios LLC,Jay X Townsend,Everyone,"Jan 14, 2016",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/near-earth-objects-wii-u,,2019-05-15 08:23:09
Metroid: Zero Mission,Wii U,$7.99,True,True,,,Nintendo,Nintendo,Everyone,"Jan 14, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/metroid-zero-mission-wii-u,,2019-05-15 08:23:09
The Perplexing Orb,Wii U,$2.99,True,,,,TreeFall Studios,TreeFall Studios,Everyone,"Jan 14, 2016",up to 2 players,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-perplexing-orb-wii-u,,2019-05-15 08:23:09
Hogan's Alley,Wii U,$4.99,True,,,,Nintendo,Nintendo,Everyone 10+,"Jan 07, 2016",1 player,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/hogans-alley-wii-u,,2019-05-15 08:23:09
THE ADVENTURES OF BAYOU BiLLY,Wii U,$4.99,True,,,,Konami,Konami,Everyone 10+,"Jan 07, 2016",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,https://www.nintendo.com/games/detail/the-adventures-of-bayou-billy-wii-u,,2019-05-15 08:23:10
TABLETOP GALLERY,Wii U,$2.99,True,,,,RCMADIAX,RCMADIAX,Everyone,"Jan 07, 2016",up to 2 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/tabletop-gallery-wii-u,,2019-05-15 08:23:10
Discovery,Wii U,$6.99,True,,,,noowanda,noowanda,Everyone,"Jan 07, 2016",up to 2 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/discovery-wii-u,,2019-05-15 08:23:10
Wild Gunman,Wii U,$4.99,True,,,,Nintendo,Nintendo,Everyone,"Jan 07, 2016",1 player,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/wild-gunman-wii-u,,2019-05-15 08:23:10
AVOIDER,Wii U,$1.49,True,,,,RCMADIAX,RCMADIAX,Everyone,"Jan 07, 2016",1 player,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/avoider-wii-u,,2019-05-15 08:23:11
1080º Snowboarding,Wii U,$9.99,True,,,,Nintendo,Nintendo,Everyone,"Dec 31, 2015",2 players alternating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/1080-snowboarding-wii-u,,2019-05-15 08:23:11
Molly Maggot,Wii U,$1.99,True,,,,GNOBSOFTWARE,GNOBSOFTWARE,Everyone 10+,"Dec 31, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/molly-maggot-wii-u,http://mollymaggotgame.tumblr.com/,2019-05-15 08:23:11
Super Mario Galaxy,Wii U,$19.99,True,True,,,Nintendo,Nintendo,Everyone,"Dec 24, 2015",up to 2 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/super-mario-galaxy-wii-u,http://www.nintendo.com/sites/supermariogalaxy/,2019-05-15 08:23:11
MEGA MAN BATTLE NETWORK 5 TEAM COLONEL,Wii U,$6.99,True,,,,Capcom,Capcom,Everyone,"Dec 17, 2015",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/mega-man-battle-network-5-team-colonel-wii-u,,2019-05-15 08:23:12
Island Flight Simulator,Wii U,$7.99,True,,,,Joindots,Caipirinha Games / Silent Future / Joindots,Everyone,"Dec 17, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/island-flight-simulator-wii-u,,2019-05-15 08:23:12
Minecraft: Wii U Edition,Wii U,$29.99,True,True,,,Mojang AB,4J Studios Ltd. / Microsoft Studios,Everyone 10+,"Dec 17, 2015",up to 8 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/minecraft-wii-u-edition,https://minecraft.net/,2019-05-15 08:23:12
MEGA MAN BATTLE NETWORK 5 TEAM PROTOMAN,Wii U,$6.99,True,,,,Capcom,Capcom,Everyone,"Dec 17, 2015",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/mega-man-battle-network-5-team-protoman-wii-u,,2019-05-15 08:23:13
MEGA MAN ZERO 4,Wii U,$7.99,True,,,,Capcom,Capcom,Everyone,"Dec 17, 2015",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/mega-man-zero-4-wii-u,,2019-05-15 08:23:13
Devil's Third,Wii U,$29.99,True,True,,,Nintendo,Valhalla Games,Mature,"Dec 11, 2015",up to 16 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/devils-third-wii-u,http://www.valhallagamestudios.com/en/,2019-05-15 08:23:13
FAST Racing NEO,Wii U,$14.99,True,True,,,Shin'en Multimedia,Shin'en Multimedia,Everyone,"Dec 10, 2015",up to 8 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,https://www.nintendo.com/games/detail/fast-racing-neo-wii-u,http://fast.shinen.com/neo/,2019-05-15 08:23:13
Dinox,Wii U,$4.99,True,,,,Engine Software,Engine Software,Everyone 10+,"Dec 10, 2015",up to 4 players,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/dinox-wii-u,,2019-05-15 08:23:14
Medabots: Rokusho,Wii U,$6.99,True,,,,Natsume,Natsume,Everyone,"Dec 10, 2015",1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/medabots-rokusho-wii-u,,2019-05-15 08:23:14
Medabots: Metabee,Wii U,$6.99,True,,,,Natsume,Natsume,Everyone,"Dec 10, 2015",1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/medabots-metabee-wii-u,,2019-05-15 08:23:14
Sketch Wars,Wii U,$4.99,True,,,,Wildcard Studios,Wildcard Studios,Everyone,"Dec 10, 2015",up to 5 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/sketch-wars-wii-u,,2019-05-15 08:23:14
Jones on Fire,Wii U,$5.99,True,,,,Joindots,SilentFuture,Everyone,"Dec 10, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/jones-on-fire-wii-u,,2019-05-15 08:23:15
Xenoblade Chronicles X,Wii U,$59.99,True,True,,,Nintendo,Monolith Soft,Teen,"Dec 04, 2015",up to 4 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/xenoblade-chronicles-x-wii-u,http://xenobladechroniclesx.nintendo.com/,2019-05-15 08:23:15
Xenoblade Chronicles X Special Edition,Wii U,$89.99,,True,,,Nintendo,Monolith Soft,Teen,"Dec 04, 2015",up to 4 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/xenoblade-chronicles-x-bundle-wii-u,http://xenobladechroniclesx.nintendo.com/,2019-05-15 08:23:15
Trauma Team,Wii U,$19.99,True,,,,Atlus,Atlus,Teen,"Dec 03, 2015",up to 2 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/trauma-team-wii-u,,2019-05-15 08:23:15
Cutie Pets Jump Rope,Wii U,$1.99,True,,,,Yazar Media Group LLC,Yazar Media Group,Everyone,"Nov 26, 2015",up to 5 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/cutie-pets-jump-rope-wii-u,,2019-05-15 08:23:16
KONAMI KRAZY RACERS,Wii U,$6.99,True,,,,Konami,Konami,Everyone,"Nov 26, 2015",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,https://www.nintendo.com/games/detail/konami-krazy-racers-wii-u,,2019-05-15 08:23:16
Mario Tennis: Ultra Smash,Wii U,$49.99,True,True,,,Nintendo,Camelot,Everyone,"Nov 20, 2015",up to 4 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/mario-tennis-ultra-smash-wii-u,http://mariotennis.nintendo.com/ultra-smash/,2019-05-15 08:23:16
Lucentek - Activate,Wii U,$9.99,True,,,,Joseph Lucente,Joseph Lucente,Everyone 10+,"Nov 19, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/lucentek-activate-wii-u,,2019-05-15 08:23:16
SUPER STREET FIGHTER II TURBO REVIVAL,Wii U,$7.99,True,,,,Capcom,Capcom,Everyone,"Nov 19, 2015",1 player,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/super-street-fighter-ii-turbo-revival-wii-u,,2019-05-15 08:23:17
Typoman,Wii U,$9.99,True,,,,Brainseed Factory,Brainseed Factory,Everyone 10+,"Nov 19, 2015",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/typoman-wii-u,http://www.walesinteractive.com/typoman,2019-05-15 08:23:17
Animal Crossing: amiibo Festival,Wii U,$19.99,,True,,,Nintendo,Nintendo,Everyone,"Nov 13, 2015",up to 4 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/animal-crossing-amiibo-festival-wii-u,http://animal-crossing.com/amiibo-festival/,2019-05-15 08:23:17
CONTRA ADVANCE THE ALIEN WARS EX,Wii U,$7.99,True,,,,Konami,Konami,Everyone,"Nov 12, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/contra-advance-the-alien-wars-ex-wii-u,,2019-05-15 08:23:17
Test Your Mind,Wii U,$2.99,True,,,,XenoHorizon,XenoHorizon,Everyone,"Nov 12, 2015",up to 2 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/test-your-mind-wii-u,http://www.xenohorizon.com/test-your-mind/,2019-05-15 08:23:18
Word Party,Wii U,$19.99,True,,,,Lightwood Games,Lightwood Games,Everyone,"Nov 12, 2015",up to 5 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/word-party-wii-u,http://www.lightwoodgames.com/wordparty.php,2019-05-15 08:23:18
Rodea the Sky Soldier,Wii U,$49.99,True,True,,,NIS America,PROPE,Everyone 10+,"Nov 10, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/rodea-the-sky-soldier-wii-u,http://nisamerica.com/games/rodea-the-sky-soldier/,2019-05-15 08:23:18
STINGER,Wii U,$4.99,True,,,,Konami,Konami,Everyone,"Nov 05, 2015",up to 2 players,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/stinger-wii-u,,2019-05-15 08:23:18
Christmas Adventure of Rocket Penguin,Wii U,$1.99,True,,,,Petite Games,Petite Games,Everyone,"Nov 05, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/christmas-adventure-of-rocket-penguin-wii-u,,2019-05-15 08:23:19
Electronic Super Joy,Wii U,$7.99,True,,,,Broken Rules,Michael Todd Games,Everyone 10+,"Nov 05, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/electronic-super-joy-wii-u,,2019-05-15 08:23:19
Shovel Knight,Wii U,$24.99,,True,,,Yacht Club Games,Yacht Club Games,Everyone,"Nov 03, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/shovel-knight-wii-u,http://www.shovelknight.com,2019-05-15 08:23:19
Octodad: Dadliest Catch,Wii U,$14.99,True,,,,"Young Horses, Inc.",Young Horses,Everyone 10+,"Oct 29, 2015",up to 4 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/octodad-dadliest-catch-wii-u,http://octodadgame.com/,2019-05-15 08:23:19
Harvest Moon: More Friends of Mineral Town,Wii U,$6.99,True,,,,Natsume,Natsume,Everyone,"Oct 29, 2015",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/harvest-moon-more-friends-of-mineral-town-wii-u,,2019-05-15 08:23:20
Human Resource Machine,Wii U,$9.99,True,,,,Tomorrow Corporation,Tomorrow Corporation,Everyone 10+,"Oct 29, 2015",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/human-resource-machine-wii-u,http://tomorrowcorporation.com/humanresourcemachine,2019-05-15 08:23:20
Fatal Frame: Maiden of Black Water,Wii U,$49.99,True,,,,Nintendo,"KOEI TECMO GAMES CO., LTD.",Mature,"Oct 22, 2015",1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/fatal-frame-maiden-of-black-water-wii-u,http://fatalframe.nintendo.com/,2019-05-15 08:23:20
Super Ghouls'n Ghosts (GBA),Wii U,$7.99,True,,,,Capcom,,Everyone,"Oct 22, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/super-ghoulsn-ghosts-gba-wii-u,,2019-05-15 08:23:20
Cutie Pets Pick Berries,Wii U,$1.99,True,,,,Yazar Media Group LLC,Yazar Media Group,Everyone,"Oct 22, 2015",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/cutie-pets-pick-berries-wii-u,http://cutiepets.town/,2019-05-15 08:23:21
COLOR BOMBS,Wii U,$1.49,True,,,,RCMADIAX,RCMADIAX,Everyone,"Oct 22, 2015",1 player,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/color-bombs-wii-u,,2019-05-15 08:23:21
Ascent of Kings,Wii U,$1.99,True,,,,Undefined,Undefined,Everyone 10+,"Oct 22, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,https://www.nintendo.com/games/detail/ascent-of-kings-wii-u,,2019-05-15 08:23:21
Slender: The Arrival,Wii U,$9.99,True,,,,Blue Isle Studios,Blue Isle Studios,Teen,"Oct 22, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/slender-the-arrival-wii-u,,2019-05-15 08:23:21
Adventure Time: Finn & Jake Investigations,Wii U,$19.99,True,True,,,Little Orbit,"Vicious Cycle Software, Inc.",Everyone 10+,"Oct 20, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/adventure-time-finn-and-jake-investigations-wii-u,http://www.littleorbit.com/adventure-time-finn---jake-investigations.html,2019-05-15 08:23:22
Just Dance: Disney Party 2,Wii U,$29.99,True,True,,,Ubisoft,NOW PRODUCTION,Everyone,"Oct 20, 2015",up to 4 players,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,,,,,,,,,https://www.nintendo.com/games/detail/just-dance-disney-party-2-wii-u,,2019-05-15 08:23:22
Guitar Hero Live,Wii U,$99.99,,True,,,"Activision Publishing, Inc.",FreeStyleGames,Teen,"Oct 20, 2015",up to 10 players,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,https://www.nintendo.com/games/detail/guitar-hero-live-wii-u,,2019-05-15 08:23:22
Just Dance 2016,Wii U,$49.99,,True,,,Ubisoft,Ubisoft,Everyone 10+,"Oct 20, 2015",up to 6 players,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,,,,,,,,,https://www.nintendo.com/games/detail/just-dance-2016-wii-u,http://just-dance.ubisoft.com/en-US/home/,2019-05-15 08:23:22
Just Dance 2016 Gold Edition,Wii U,$59.99,True,True,,,Ubisoft,Ubisoft,Everyone 10+,"Oct 20, 2015",up to 6 players,,,,,,,,,,,,,,,,,,,,True,,,,True,,,True,,,,,,,,,,,,,https://www.nintendo.com/games/detail/just-dance-2016-gold-edition-wii-u,http://just-dance.ubisoft.com/en-US/home/,2019-05-15 08:23:23
Yoshi's Woolly World Bundle,Wii U,$59.99,,True,,,Nintendo,Good-Feel,Everyone,"Oct 16, 2015",up to 2 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/yoshis-woolly-world-bundle-wii-u,http://yoshiswoollyworld.nintendo.com/,2019-05-15 08:23:23
Yoshi's Woolly World,Wii U,$29.99,True,True,,,Nintendo,Good-Feel,Everyone,"Oct 16, 2015",up to 2 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/yoshis-woolly-world-wii-u,http://yoshiswoollyworld.nintendo.com/,2019-05-15 08:23:23
New Super Mario Bros. U + New Super Luigi U Bundle,Wii U,$59.99,True,True,,,Nintendo,Nintendo,Everyone,"Oct 16, 2015",up to 5 players,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/new-super-mario-bros-u-and-new-super-luigi-u-bundle-wii-u,http://newsupermariobrosu.nintendo.com/,2019-05-15 08:23:23
Momonga Pinball Adventures,Wii U,$5.99,True,,,,Paladin Studios,Paladin Studios,Everyone,"Oct 15, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/momonga-pinball-adventures-wii-u,http://paladinstudios.com/momonga,2019-05-15 08:23:24
Ninja Strike: Dangerous Dash,Wii U,$5.99,True,,,,Natsume,Natsume,Everyone 10+,"Oct 15, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/ninja-strike-dangerous-dash-wii-u,,2019-05-15 08:23:24
Rakoo & Friends,Wii U,$9.99,True,,,,Moving Player,Old Skull Games,Everyone,"Oct 15, 2015",up to 5 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/rakoo-friends-wii-u,http://www.movingplayer.com/en/rakoo---friends.html,2019-05-15 08:23:24
FINAL FIGHT ONE,Wii U,$7.99,True,,,,Capcom,Capcom,Everyone,"Oct 15, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/final-fight-one-wii-u,,2019-05-15 08:23:24
Pocky & Rocky with Becky,Wii U,$6.99,True,,,,Natsume,Natsume,Everyone,"Oct 08, 2015",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/pocky-rocky-with-becky-wii-u,,2019-05-15 08:23:25
Perpetual Blast,Wii U,$3.99,True,,,,Yiannos Efthymiou,Yiannos Efthymiou,Everyone,"Oct 08, 2015",1 player,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/perpetual-blast-wii-u,,2019-05-15 08:23:25
RACE THE SUN,Wii U,$10.00,True,,,,Flippfly,Flippfly,Everyone,"Oct 08, 2015",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/race-the-sun-wii-u,http://flippfly.com/racethesun/,2019-05-15 08:23:25
VoxelMaker,Wii U,$4.99,True,,,,Undefined,Undefined,Everyone,"Oct 01, 2015",1 player,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,True,https://www.nintendo.com/games/detail/voxelmaker-wii-u,,2019-05-15 08:23:25
Freedom Planet,Wii U,$14.99,True,,,,GalaxyTrail,GalaxyTrail,Everyone 10+,"Oct 01, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/freedom-planet-wii-u,http://freedomplanet.galaxytrail.com/,2019-05-15 08:23:26
Toto Temple Deluxe,Wii U,$9.99,True,,,,Juicy Beast Studio,Juicy Beast Studio,Everyone,"Oct 01, 2015",up to 4 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/toto-temple-deluxe-wii-u,http://tototemple.com/,2019-05-15 08:23:26
River City Ransom,Wii U,$4.99,True,,,,"Arc System Works Co., Ltd.","Arc System Works Co., Ltd.",Everyone 10+,"Oct 01, 2015",up to 2 players,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/river-city-ransom-wii-u,,2019-05-15 08:23:26
Pumped BMX +,Wii U,$9.99,True,,,,Curve Digital,Carbon / Yeah Us!,Everyone,"Oct 01, 2015",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/pumped-bmx-plus-wii-u,,2019-05-15 08:23:26
LEGO DIMENSIONS,Wii U,$99.99,,True,,,Warner Bros. Entertainment,TT Games,Everyone 10+,"Sep 27, 2015",up to 2 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/lego-dimensions-wii-u,http://www.lego.com/en-us/dimensions/,2019-05-15 08:23:27
THE IGNITION FACTOR,Wii U,$7.99,True,,,,"HAMSTER, Co.",HAMSTER,Everyone,"Sep 24, 2015",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-ignition-factor-wii-u,,2019-05-15 08:23:27
Hold Your Fire: A Game About Responsibility,Wii U,$1.99,True,,,,Alkterios Games,Alkterios Games,Everyone 10+,"Sep 24, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/hold-your-fire-a-game-about-responsibility-wii-u,http://www.alkteriosgames.com/hold-your-fire-a-game-about-responsibility/#topofpage,2019-05-15 08:23:27
Nova-111,Wii U,$9.99,True,,,,Curve Digital,Carbon / Funktronic Labs,Everyone,"Sep 24, 2015",1 player,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/nova-111-wii-u,,2019-05-15 08:23:27
Beatbuddy,Wii U,$8.99,True,,,,Threaks,Threaks,Everyone,"Sep 24, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/beatbuddy-wii-u,http://www.beatbuddy.com/,2019-05-15 08:23:28
STARWHAL,Wii U,$11.99,True,,,,Breakfall,Breakfall,Everyone 10+,"Sep 24, 2015",up to 4 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/starwhal-wii-u,http://www.starwhal.com/,2019-05-15 08:23:28
Extreme Exorcism,Wii U,$12.99,True,,,,Ripstone,Golden Ruby Games,Everyone 10+,"Sep 23, 2015",up to 4 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/extreme-exorcism-wii-u,,2019-05-15 08:23:28
Job the Leprechaun,Wii U,$2.99,True,,,,Herrero Games,Herrero,Everyone,"Sep 23, 2015",1 player,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/job-the-leprechaun-wii-u,,2019-05-15 08:23:28
Skylanders SuperChargers Portal Owner's Pack,Wii U,$49.99,True,,,,Activision,Vicarious Visions,Everyone 10+,"Sep 20, 2015",up to 4 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/skylanders-superchargers-portal-owners-pack-wii-u,http://www.skylanders.com/,2019-05-15 08:23:29
Skylanders SuperChargers,Wii U,$74.99,,True,,,Activision,Vicarious Visions,Everyone 10+,"Sep 20, 2015",up to 2 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/skylanders-superchargers-wii-u,https://www.skylanders.com/video-games/skylanders-superchargers,2019-05-15 08:23:29
Car Battler Joe,Wii U,$6.99,True,,,,Natsume,Natsume,Everyone,"Sep 17, 2015",1 player,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,https://www.nintendo.com/games/detail/car-battler-joe-wii-u,,2019-05-15 08:23:29
Rock 'N Racing Off Road DX,Wii U,$7.99,True,,,,EnjoyUp Games,EnjoyUp Games,Everyone,"Sep 17, 2015",up to 5 players,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,https://www.nintendo.com/games/detail/rock-n-racing-off-road-dx-wii-u,,2019-05-15 08:23:29
